contig,run,gene,diagnosis,read_count,length,mapped,unmapped,net_mapped,length_right,average_depth
k119_51520_46,SRR2145449,NP_417775.1,CD,21021189,282.0,69.0,29.0,40.0,282.0,21.26
k119_31236_1,SRR2145449,NP_417775.1,CD,21021189,279.0,8.0,4.0,4.0,279.0,2.78
k119_21932_4,SRR1215911,NP_417637.1,CD,4346295,1962.0,165.0,3.0,162.0,1962.0,8.28
None,SRR1765785,NP_417764.1,CD,4492648,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468499,NP_417775.1,UC,11775766,0.0,0.0,0.0,0.0,0.0,0.0
k119_14237_17,SRR1765420,NP_417637.1,CD,1916082,2958.0,494.0,26.0,468.0,2958.0,16.31
None,SRR1765458,NP_414725.1,nonIBD,2871378,0.0,0.0,0.0,0.0,0.0,0.0
k119_25736_9,SRR2145363,NP_417764.1,nonIBD,9595669,540.0,67.0,21.0,46.0,540.0,10.49
k119_44095_4,SRR2145380,NP_417756.1,nonIBD,12719719,414.0,23.0,9.0,14.0,414.0,4.95
None,SRR1215911,NP_416229.1,CD,4346295,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011302,NP_417774.1,UC,8850301,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011319,NP_416690.1,nonIBD,10113460,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468533,NP_417768.1,UC,11739196,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214760,NP_417770.1,CD,2559777,0.0,0.0,0.0,0.0,0.0,0.0
k119_81916_66,SRR6468617,NP_418410.1,nonIBD,66861721,432.0,94.0,7.0,87.0,432.0,19.76
k119_47917_4,SRR6468617,NP_418410.1,nonIBD,66861721,432.0,35.0,2.0,33.0,432.0,7.02
None,SRR2145524,NP_417763.1,CD,22863699,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765402,NP_417769.1,CD,3635248,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214948,NP_417778.1,CD,4041078,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215371,NP_417776.1,CD,1438454,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765221,NP_418410.1,CD,3410892,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011151,NP_414711.1,nonIBD,16366675,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011111,NP_417771.1,nonIBD,13063881,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215842,NP_417634.1,CD,1694488,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468657,NP_417757.1,nonIBD,17276757,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011221,NP_417635.1,nonIBD,11186918,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468621,NP_417772.1,nonIBD,14818330,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765328,NP_417778.1,CD,2954820,0.0,0.0,0.0,0.0,0.0,0.0
k119_72808_15,SRR6468561,NP_417774.1,CD,12184796,336.0,122.0,20.0,102.0,336.0,32.91
k119_74139_37,SRR6468561,NP_417774.1,CD,12184796,333.0,746.0,130.0,616.0,333.0,190.77
None,SRR1765282,NP_417765.1,CD,1919026,0.0,0.0,0.0,0.0,0.0,0.0
k119_24910_58,SRR6468511,NP_416228.1,UC,17871301,2388.0,495.0,23.0,472.0,2388.0,19.58
None,ERR011350,NP_417768.1,nonIBD,10322606,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215933,NP_417769.1,CD,2160936,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145331,NP_417778.1,CD,23288201,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011135,NP_417776.1,nonIBD,9507121,0.0,0.0,0.0,0.0,0.0,0.0
k119_56713_1,SRR1765347,NP_417801.1,CD,3206878,384.0,29.0,9.0,20.0,384.0,6.58
None,SRR6468573,NP_418411.1,CD,14662259,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212192,NP_417767.1,CD,2439817,0.0,0.0,0.0,0.0,0.0,0.0
k119_13142_43,SRR1765386,NP_417780.1,CD,3728997,312.0,48.0,10.0,38.0,312.0,12.83
None,SRR1765617,NP_417635.1,CD,1557709,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011275,NP_417770.1,UC,10426290,0.0,0.0,0.0,0.0,0.0,0.0
k119_22589_17,SRR2145595,NP_417773.1,CD,7249773,795.0,126.0,20.0,106.0,795.0,14.55
k119_9029_95,SRR6468675,NP_417637.1,CD,12639985,2673.0,1752.0,52.0,1700.0,2673.0,63.12
None,SRR1765198,NP_414711.1,CD,2087027,0.0,0.0,0.0,0.0,0.0,0.0
k119_14049_11,SRR2145380,NP_417768.1,nonIBD,12719719,321.0,24.0,8.0,16.0,321.0,6.33
k119_3045_6,SRR1765527,NP_417771.1,nonIBD,3136170,192.0,18.0,8.0,10.0,192.0,7.63
None,ERR011145,NP_417634.1,nonIBD,10240456,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468533,NP_417756.1,UC,11739196,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR5650147,NP_417770.1,UC,22293700,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011185,NP_416690.1,nonIBD,13064588,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468545,NP_417773.1,nonIBD,19417751,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011243,NP_418412.1,nonIBD,12107689,0.0,0.0,0.0,0.0,0.0,0.0
k119_8767_25,SRR6468690,NP_417762.1,UC,48232409,504.0,277.0,40.0,237.0,504.0,49.22
k119_27880_1,SRR6468690,NP_417762.1,UC,48232409,297.0,13.0,1.0,12.0,297.0,4.14
k119_37374_4,SRR6468690,NP_417762.1,UC,48232409,486.0,60.0,9.0,51.0,486.0,11.21
k119_6749_643,SRR6468675,NP_416229.1,CD,12639985,984.0,387.0,23.0,364.0,984.0,37.34
k119_25554_2,SRR6468675,NP_416229.1,CD,12639985,984.0,66.0,4.0,62.0,984.0,6.31
None,SRR1765173,NP_417773.1,CD,1255081,0.0,0.0,0.0,0.0,0.0,0.0
k119_53386_2,SRR6468605,NP_417775.1,UC,48878089,276.0,43.0,25.0,18.0,276.0,12.03
k119_35980_1,SRR6468605,NP_417775.1,UC,48878089,273.0,14.0,4.0,10.0,273.0,4.68
None,SRR1215828,NP_417764.1,CD,2334951,0.0,0.0,0.0,0.0,0.0,0.0
k119_33027_24,SRR6468501,NP_417776.1,UC,5077605,822.0,641.0,41.0,600.0,822.0,65.82
k119_35367_1,SRR6468501,NP_417776.1,UC,5077605,822.0,80.0,4.0,76.0,822.0,8.07
None,ERR011147,NP_418411.1,nonIBD,9917184,0.0,0.0,0.0,0.0,0.0,0.0
k119_41571_36,SRR1757434,NP_417771.1,nonIBD,3915406,192.0,40.0,12.0,28.0,192.0,16.91
None,SRR1765578,NP_416690.1,CD,6009567,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765513,NP_416228.1,CD,4737701,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212235,NP_418411.1,CD,4495927,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765623,NP_417772.1,nonIBD,2849255,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215926,NP_417800.1,CD,2658142,0.0,0.0,0.0,0.0,0.0,0.0
k119_11355_6,SRR1765655,NP_417757.1,CD,3473817,357.0,47.0,9.0,38.0,357.0,11.49
None,ERR011239,NP_414725.1,nonIBD,11326876,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468641,NP_417770.1,nonIBD,15283942,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011345,NP_417801.1,nonIBD,9975079,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215512,NP_417698.1,CD,3525948,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011219,NP_417697.1,nonIBD,12133833,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011241,NP_417637.1,nonIBD,11200157,0.0,0.0,0.0,0.0,0.0,0.0
k119_46109_4,SRR2145379,NP_417698.1,nonIBD,12749238,429.0,47.0,21.0,26.0,429.0,9.77
None,SRR1212203,NP_417773.1,CD,4082976,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765417,NP_417800.1,CD,4043491,0.0,0.0,0.0,0.0,0.0,0.0
k119_93438_88,SRR6468571,NP_417634.1,CD,12811822,267.0,87.0,21.0,66.0,267.0,24.49
k59_25664_2,ERR011107,NP_417756.1,nonIBD,9380118,390.0,89.0,37.0,52.0,390.0,9.95
None,ERR011171,NP_417773.1,nonIBD,13369411,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011241,NP_416229.1,nonIBD,11200157,0.0,0.0,0.0,0.0,0.0,0.0
k119_1867_6,SRR6468677,NP_418412.1,CD,14409469,498.0,131.0,17.0,114.0,498.0,24.07
k119_20109_2,SRR1765187,NP_416690.1,CD,3132002,603.0,43.0,5.0,38.0,603.0,6.61
None,ERR011231,NP_417775.1,nonIBD,7113314,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1213990,NP_417760.1,CD,3397206,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215278,YP_026260.1,CD,4040371,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1211418,NP_416228.1,CD,4436734,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011223,NP_418410.1,nonIBD,9050143,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145528,NP_417756.1,CD,3336159,0.0,0.0,0.0,0.0,0.0,0.0
k119_37871_31,SRR2145291,NP_417637.1,CD,28129138,2727.0,377.0,23.0,354.0,2727.0,13.6
None,SRR1214932,NP_417768.1,CD,3869286,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765531,NP_417756.1,CD,3202823,0.0,0.0,0.0,0.0,0.0,0.0
k119_115145_18,SRR6468525,NP_417771.1,CD,49321960,195.0,65.0,15.0,50.0,195.0,28.58
None,SRR6468565,NP_414711.1,CD,11920692,0.0,0.0,0.0,0.0,0.0,0.0
k119_2263_2,SRR1765639,NP_417760.1,CD,3429319,435.0,18.0,4.0,14.0,435.0,3.76
k119_11326_28,SRR1765639,NP_417760.1,CD,3429319,435.0,65.0,9.0,56.0,435.0,13.97
k119_765_31,SRR2145291,NP_416229.1,CD,28129138,1017.0,202.0,14.0,188.0,1017.0,19.2
None,ERR011263,NP_417757.1,nonIBD,11384139,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214724,NP_417775.1,CD,4810276,0.0,0.0,0.0,0.0,0.0,0.0
k79_12863_1,ERR011288,NP_418412.1,UC,10646307,375.0,28.0,20.0,8.0,375.0,5.29
None,SRR1215721,NP_414711.1,CD,1318953,0.0,0.0,0.0,0.0,0.0,0.0
k119_48472_5,SRR6468615,NP_417635.1,nonIBD,65553312,876.0,102.0,12.0,90.0,876.0,10.76
k119_179429_29,SRR6468615,NP_417635.1,nonIBD,65553312,894.0,688.0,52.0,636.0,894.0,68.03
k119_98200_10,SRR6468615,NP_417635.1,nonIBD,65553312,903.0,169.0,9.0,160.0,903.0,17.58
k119_127172_16,SRR6468615,NP_417635.1,nonIBD,65553312,891.0,264.0,18.0,246.0,891.0,27.0
None,ERR011215,NP_417772.1,nonIBD,13313043,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011280,NP_417765.1,UC,9373329,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011155,NP_417774.1,nonIBD,8789032,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011125,NP_416228.1,nonIBD,10038767,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212227,NP_417774.1,CD,2333100,0.0,0.0,0.0,0.0,0.0,0.0
k119_11355_18,SRR1765655,NP_417769.1,CD,3473817,372.0,68.0,10.0,58.0,372.0,16.24
None,SRR1765422,NP_418412.1,CD,4530619,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011093,NP_417760.1,nonIBD,10857325,0.0,0.0,0.0,0.0,0.0,0.0
k119_10917_20,SRR2145599,NP_417778.1,CD,16385564,621.0,65.0,19.0,46.0,621.0,10.13
k119_23298_3,SRR1765274,NP_417800.1,CD,3440429,471.0,30.0,4.0,26.0,471.0,6.3
None,SRR6468642,NP_417800.1,nonIBD,6572620,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011346,NP_417771.1,nonIBD,8555350,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011306,NP_414711.1,nonIBD,12489669,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212720,NP_417775.1,CD,4531256,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011118,NP_417780.1,nonIBD,10689286,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765580,NP_417778.1,CD,1407765,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215925,NP_417770.1,CD,3874128,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214501,NP_418412.1,CD,1437242,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765618,NP_415431.1,CD,1563907,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765370,NP_416228.1,CD,1360110,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR5650074,NP_417771.1,CD,48695643,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765395,NP_417763.1,nonIBD,1019349,0.0,0.0,0.0,0.0,0.0,0.0
k119_17107_3,SRR1212695,NP_417780.1,CD,4198613,312.0,26.0,2.0,24.0,312.0,7.58
None,SRR1765481,NP_417767.1,CD,3224640,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215371,NP_417698.1,CD,1438454,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145369,NP_416228.1,nonIBD,19070010,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215699,NP_417770.1,CD,3477913,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1219323,NP_417772.1,CD,4265867,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765269,YP_026260.1,CD,1942293,0.0,0.0,0.0,0.0,0.0,0.0
k119_25427_1,SRR6468549,NP_417778.1,nonIBD,23806258,246.0,20.0,1.0,19.0,246.0,6.58
k119_13723_3,SRR6468549,NP_417778.1,nonIBD,23806258,312.0,26.0,5.0,21.0,312.0,7.2
k59_5383_2,ERR011107,NP_417768.1,nonIBD,9380118,315.0,74.0,36.0,38.0,315.0,10.25
k119_54214_2,SRR1765531,NP_417768.1,CD,3202823,321.0,18.0,6.0,12.0,321.0,4.58
k119_50387_3,SRR2145396,NP_417771.1,CD,26735940,195.0,33.0,13.0,20.0,195.0,13.71
k119_64055_2,SRR2145396,NP_417771.1,CD,26735940,192.0,15.0,5.0,10.0,192.0,5.79
None,SRR1214932,NP_417756.1,CD,3869286,0.0,0.0,0.0,0.0,0.0,0.0
k119_29174_15,SRR2145459,NP_417635.1,CD,14831987,945.0,127.0,20.0,107.0,945.0,12.19
k119_55583_4,SRR6468526,NP_417801.1,CD,14741769,375.0,79.0,9.0,70.0,375.0,18.83
None,SRR2145528,NP_417768.1,CD,3336159,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214586,NP_417760.1,CD,1826985,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011312,NP_417634.1,nonIBD,10876384,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011135,NP_417698.1,nonIBD,9507121,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215628,NP_417760.1,CD,2150560,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468712,NP_417773.1,CD,10523148,0.0,0.0,0.0,0.0,0.0,0.0
k119_1372_1,SRR1215971,NP_417635.1,nonIBD,2241837,477.0,30.0,2.0,28.0,477.0,6.14
None,SRR1212825,NP_418412.1,CD,3845634,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765493,NP_414725.1,CD,2972771,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011089,NP_417772.1,nonIBD,4190512,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011263,NP_417769.1,nonIBD,11384139,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215560,NP_418411.1,CD,1320323,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468682,NP_417756.1,CD,40713887,0.0,0.0,0.0,0.0,0.0,0.0
k79_61452_2,ERR011234,NP_416690.1,nonIBD,11100094,639.0,35.0,1.0,34.0,639.0,3.94
k79_8388_3,ERR011234,NP_416690.1,nonIBD,11100094,291.0,78.0,8.0,70.0,291.0,18.74
k119_6120_86,SRR6468661,NP_417764.1,CD,53354881,543.0,647.0,69.0,578.0,543.0,110.62
k119_217_1,SRR6468661,NP_417764.1,CD,53354881,534.0,422.0,115.0,307.0,534.0,58.17
k119_219_1,SRR6468661,NP_417764.1,CD,53354881,534.0,1720.0,198.0,1522.0,534.0,288.64
k119_6770_16,SRR6468661,NP_417764.1,CD,53354881,534.0,5682.0,457.0,5225.0,534.0,980.87
k119_11262_25,SRR1765543,NP_417760.1,CD,3415231,435.0,46.0,6.0,40.0,435.0,9.84
None,SRR6468521,NP_417762.1,CD,13408568,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011119,NP_417757.1,nonIBD,13151348,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011346,YP_026260.1,nonIBD,8555350,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215844,NP_414725.1,CD,3709998,0.0,0.0,0.0,0.0,0.0,0.0
k119_47461_5,SRR5650074,YP_026260.1,CD,48695643,933.0,95.0,5.0,90.0,933.0,9.61
k119_41070_5,SRR5650074,YP_026260.1,CD,48695643,930.0,163.0,11.0,152.0,930.0,16.39
None,ERR011284,NP_417776.1,UC,9135504,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011151,NP_417767.1,nonIBD,16366675,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765269,NP_417771.1,CD,1942293,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011159,NP_418410.1,nonIBD,15684432,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011190,NP_417635.1,nonIBD,6055342,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011334,NP_417779.1,UC,12015021,0.0,0.0,0.0,0.0,0.0,0.0
k119_45295_19,SRR6468505,NP_417765.1,CD,16532488,396.0,70.0,10.0,60.0,396.0,15.83
k119_36503_4,SRR6468505,NP_417765.1,CD,16532488,399.0,49.0,9.0,40.0,399.0,10.67
None,SRR1765296,NP_416228.1,CD,4525117,0.0,0.0,0.0,0.0,0.0,0.0
k119_26572_8,SRR6468590,NP_417772.1,CD,15589253,411.0,32.0,6.0,26.0,411.0,6.89
k119_24827_32,SRR2145355,NP_417769.1,CD,19351034,372.0,228.0,76.0,152.0,372.0,53.71
k119_27327_19,SRR2145355,NP_417769.1,CD,19351034,369.0,47.0,13.0,34.0,369.0,11.79
k119_57909_17,SRR2145396,YP_026260.1,CD,26735940,930.0,162.0,54.0,108.0,930.0,14.75
k119_33347_2,SRR2145396,YP_026260.1,CD,26735940,963.0,73.0,11.0,62.0,963.0,6.78
None,SRR1215957,NP_417778.1,CD,1320418,0.0,0.0,0.0,0.0,0.0,0.0
k119_36096_4,SRR1215868,NP_417772.1,nonIBD,2199420,411.0,28.0,2.0,26.0,411.0,5.81
k119_69495_2,SRR6468645,NP_417763.1,CD,13496880,369.0,79.0,33.0,46.0,369.0,16.5
None,SRR1765559,NP_417772.1,nonIBD,3141215,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011143,NP_414725.1,nonIBD,4169032,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011163,NP_417697.1,nonIBD,15918354,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011175,NP_417760.1,nonIBD,13164911,0.0,0.0,0.0,0.0,0.0,0.0
k119_94110_1,SRR2145540,NP_417772.1,CD,97930434,417.0,13.0,5.0,8.0,417.0,2.59
None,SRR1765190,NP_418410.1,CD,4940420,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765198,NP_417767.1,CD,2087027,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145536,NP_417757.1,CD,3593512,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212192,NP_414711.1,CD,2439817,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765301,NP_415431.1,CD,4948971,0.0,0.0,0.0,0.0,0.0,0.0
k119_48327_2,SRR1765619,NP_417774.1,CD,6609813,342.0,20.0,2.0,18.0,342.0,5.27
k119_12867_41,SRR1765466,NP_417778.1,CD,3396780,606.0,71.0,9.0,62.0,606.0,10.95
None,SRR1214886,NP_417774.1,CD,4796636,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215905,NP_417764.1,CD,4008918,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1214940,NP_417760.1,CD,2577704,0.0,0.0,0.0,0.0,0.0,0.0
k119_52460_3,SRR2145392,NP_417762.1,CD,10813421,426.0,20.0,6.0,14.0,426.0,4.47
k119_36734_20,SRR2145392,NP_417762.1,CD,10813421,504.0,170.0,38.0,132.0,504.0,31.53
k119_20077_9,SRR2145392,NP_417762.1,CD,10813421,519.0,111.0,27.0,84.0,519.0,20.08
k119_113383_1,SRR2145377,NP_416229.1,nonIBD,15188518,1083.0,90.0,41.0,49.0,1083.0,6.68
k119_23405_2,SRR2145377,NP_416229.1,nonIBD,15188518,1116.0,73.0,31.0,42.0,1116.0,5.96
k119_44423_31,SRR2145307,NP_417775.1,CD,9415728,282.0,96.0,58.0,38.0,282.0,25.2
None,SRR1211525,NP_417776.1,CD,1432561,0.0,0.0,0.0,0.0,0.0,0.0
k119_29743_5,SRR1757434,YP_026260.1,nonIBD,3915406,963.0,173.0,11.0,162.0,963.0,17.47
k119_1095_32,SRR1757434,YP_026260.1,nonIBD,3915406,927.0,128.0,10.0,118.0,927.0,13.29
None,SRR6468557,NP_417779.1,CD,14794433,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011119,NP_417769.1,nonIBD,13151348,0.0,0.0,0.0,0.0,0.0,0.0
k119_14953_1,SRR1211665,NP_417770.1,nonIBD,2465600,255.0,24.0,2.0,22.0,255.0,7.92
None,SRR1765654,NP_417780.1,nonIBD,2784750,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468682,NP_417768.1,CD,40713887,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212226,NP_415431.1,CD,3575512,0.0,0.0,0.0,0.0,0.0,0.0
k119_3612_2,SRR6468700,NP_417697.1,CD,14839301,393.0,1260.0,198.0,1062.0,393.0,282.9
None,SRR6468716,NP_417760.1,UC,7366430,0.0,0.0,0.0,0.0,0.0,0.0
k119_57795_12,SRR2145339,NP_417760.1,CD,32965257,447.0,43.0,21.0,22.0,447.0,8.67
None,ERR011154,NP_415431.1,nonIBD,7400676,0.0,0.0,0.0,0.0,0.0,0.0
k119_65322_4,SRR2145377,NP_417637.1,nonIBD,15188518,2910.0,741.0,223.0,518.0,2910.0,22.64
k119_2800_14,SRR2145377,NP_417637.1,nonIBD,15188518,2958.0,1493.0,582.0,911.0,2958.0,45.62
k119_24498_78,SRR1757179,NP_417634.1,nonIBD,3553074,270.0,53.0,11.0,42.0,270.0,16.21
None,SRR1765434,NP_417764.1,CD,4938635,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215278,NP_417771.1,CD,4040371,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765336,NP_417697.1,CD,3604469,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215713,NP_417779.1,CD,1671975,0.0,0.0,0.0,0.0,0.0,0.0
k119_13991_43,SRR2145587,NP_417779.1,CD,14560685,630.0,200.0,44.0,156.0,630.0,30.18
None,SRR1764970,NP_415431.1,CD,4012122,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR5650095,NP_417637.1,CD,1013107,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR6468633,NP_417778.1,UC,16816915,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011097,NP_417773.1,nonIBD,9988420,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011342,NP_417762.1,UC,11861335,0.0,0.0,0.0,0.0,0.0,0.0
k119_88265_3,SRR6468525,YP_026260.1,CD,49321960,933.0,251.0,21.0,230.0,933.0,24.52
k119_55927_1,SRR6468525,YP_026260.1,CD,49321960,927.0,139.0,9.0,130.0,927.0,13.83
None,SRR1765286,NP_417698.1,CD,3434447,0.0,0.0,0.0,0.0,0.0,0.0
k119_9588_2,SRR2145323,NP_417772.1,CD,1939876,411.0,41.0,7.0,34.0,411.0,8.8
k119_4095_19,SRR2145323,NP_417772.1,CD,1939876,411.0,89.0,9.0,80.0,411.0,19.13
k119_24827_20,SRR2145355,NP_417757.1,CD,19351034,357.0,241.0,65.0,176.0,357.0,58.67
k119_20340_4,SRR2145355,NP_417757.1,CD,19351034,366.0,18.0,8.0,10.0,366.0,4.4
k119_77508_1,SRR6468538,NP_417800.1,UC,6416094,471.0,34.0,10.0,24.0,471.0,5.56
None,SRR2145536,NP_417769.1,CD,3593512,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR5650095,NP_416229.1,CD,1013107,0.0,0.0,0.0,0.0,0.0,0.0
k119_20749_12,SRR1765391,NP_417770.1,CD,3129786,273.0,18.0,8.0,10.0,273.0,5.52
k119_16011_2,SRR1765391,NP_417770.1,CD,3129786,267.0,15.0,3.0,12.0,267.0,5.25
None,ERR011262,NP_417780.1,nonIBD,13059632,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR2145315,NP_418410.1,CD,13560330,0.0,0.0,0.0,0.0,0.0,0.0
k119_38978_28,SRR1757113,NP_417764.1,nonIBD,3941584,534.0,113.0,13.0,100.0,534.0,19.28
k119_49997_2,SRR2145388,NP_417770.1,CD,14295876,255.0,27.0,7.0,20.0,255.0,8.99
None,SRR2145487,NP_416690.1,CD,2485004,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1215613,NP_416690.1,CD,3581768,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011088,NP_417756.1,nonIBD,10868175,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765353,NP_417772.1,CD,4933901,0.0,0.0,0.0,0.0,0.0,0.0
None,ERR011214,NP_417768.1,nonIBD,11603697,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1212319,NP_417764.1,CD,3224263,0.0,0.0,0.0,0.0,0.0,0.0
k119_43397_11,SRR2145512,NP_415431.1,CD,8185115,1836.0,198.0,56.0,142.0,1836.0,9.89
k119_8179_2,SRR1214246,NP_418410.1,CD,2318303,426.0,22.0,4.0,18.0,426.0,4.82
k119_53705_20,SRR6468713,NP_417757.1,CD,11470715,357.0,73.0,15.0,58.0,357.0,15.89
None,SRR1211568,NP_417771.1,nonIBD,2449458,0.0,0.0,0.0,0.0,0.0,0.0
None,SRR1765437,NP_417634.1,CD,3079732,0.0,0.0,0.0,0.0,0.0,0.0
k119_4594_2,SRR1765610,NP_417698.1,CD,1413383,429.0,27.0,3.0,24.0,429.0,5.67
k119_9182_2,SRR1219573,NP_417698.1,CD,3416643,429.0,20.0,8.0,12.0,429.0,4.06
None,SRR6468551,NP_417800.1,CD,4127076,0.0,0.0,0.0,0.0,0.0,0.0
k119_12196_2,SRR1215661,NP_417774.1,CD,4286099,342.0,27.0,5.0,22.0,342.0,7.12
None,SRR2145460,NP_417763.1,CD,15368991,0.0,0.0,0.0,0.0,0.0,0.0
k119_656_5,SRR2145609,NP_417698.1,CD,30186961,429.0,104.0,34.0,70.0,429.0,22.11
k119_160213_47,SRR2145609,NP_417698.1,CD,30186961,381.0,69.0,41.0,28.0,381.0,14.34
k119_162889_66,SRR2145609,NP_417698.1,CD,30186961,429.0,58.0,19.0,39.0,429.0,12.77
